state,county,Barack Obama,Mitt Romney,Other_2012,Total Votes_2012,Winner_2012,Margin_2012,Donald Trump,Hillary Clinton,Other_2016,Total Votes_2016,Winner_2016,Margin_2016,Total_Votes_Percent_Change
Nebraska,Furnas,423,1782,35,2240,Mitt Romney,1359,1921,304,115,2340,Donald Trump,1617,4.46
Nebraska,Gage,3903,5513,245,9661,Mitt Romney,1610,6380,2935,733,10048,Donald Trump,3445,4.01
Nebraska,Garden,242,829,20,1091,Mitt Romney,587,869,153,53,1075,Donald Trump,716,-1.47
Nebraska,Garfield,149,769,22,940,Mitt Romney,620,821,121,38,980,Donald Trump,700,4.26
Nebraska,Gosper,230,734,14,978,Mitt Romney,504,794,166,50,1010,Donald Trump,628,3.27
Nebraska,Grant,30,322,11,363,Mitt Romney,292,367,20,18,405,Donald Trump,347,11.57
Nebraska,Greeley,340,820,25,1185,Mitt Romney,480,912,210,53,1175,Donald Trump,702,-0.84
Nebraska,Hall,7161,12646,422,20229,Mitt Romney,5485,14408,6282,1370,22060,Donald Trump,8126,9.05
Nebraska,Hamilton,1146,3600,125,4871,Mitt Romney,2454,3783,878,343,5004,Donald Trump,2905,2.73
Nebraska,Harlan,354,1395,29,1778,Mitt Romney,1041,1496,254,82,1832,Donald Trump,1242,3.04
Nebraska,Hayes,51,476,12,539,Mitt Romney,425,472,30,12,514,Donald Trump,442,-4.64
Nebraska,Hitchcock,274,1178,43,1495,Mitt Romney,904,1232,161,75,1468,Donald Trump,1071,-1.81
Nebraska,Holt,882,3922,135,4939,Mitt Romney,3040,4354,531,233,5118,Donald Trump,3823,3.62
Nebraska,Hooker,59,330,6,395,Mitt Romney,271,355,40,22,417,Donald Trump,315,5.57
Nebraska,Howard,914,1890,66,2870,Mitt Romney,976,2284,544,166,2994,Donald Trump,1740,4.32
Nebraska,Jefferson,1195,2166,85,3446,Mitt Romney,971,2399,837,258,3494,Donald Trump,1562,1.39
Nebraska,Johnson,790,1225,48,2063,Mitt Romney,435,1355,563,171,2089,Donald Trump,792,1.26
Nebraska,Kearney,773,2349,58,3180,Mitt Romney,1576,2531,550,215,3296,Donald Trump,1981,3.65
Nebraska,Keith,928,3044,86,4058,Mitt Romney,2116,3235,571,228,4034,Donald Trump,2664,-0.59
Nebraska,Keya Paha,80,393,11,484,Mitt Romney,313,460,40,19,519,Donald Trump,420,7.23
Nebraska,Kimball,395,1235,57,1687,Mitt Romney,840,1330,230,117,1677,Donald Trump,1100,-0.59
Nebraska,Knox,1059,2885,92,4036,Mitt Romney,1826,3188,720,207,4115,Donald Trump,2468,1.96
Nebraska,Lancaster,62015,62434,2906,127355,Mitt Romney,419,61588,61898,12737,136223,Hillary Clinton,310,6.96
Nebraska,Lincoln,4450,10728,477,15655,Mitt Romney,6278,12164,2913,1054,16131,Donald Trump,9251,3.04
Nebraska,Logan,68,356,7,431,Mitt Romney,288,400,32,21,453,Donald Trump,368,5.1
Nebraska,Loup,62,290,6,358,Mitt Romney,228,323,48,14,385,Donald Trump,275,7.54
Nebraska,Madison,3485,10062,338,13885,Mitt Romney,6577,10628,2711,1004,14343,Donald Trump,7917,3.3
Nebraska,McPherson,41,237,13,291,Mitt Romney,196,257,14,16,287,Donald Trump,243,-1.37
Nebraska,Merrick,925,2490,74,3489,Mitt Romney,1565,2926,602,260,3788,Donald Trump,2324,8.57
Nebraska,Morrill,455,1681,54,2190,Mitt Romney,1226,1802,284,123,2209,Donald Trump,1518,0.87
Nebraska,Nance,481,1106,34,1621,Mitt Romney,625,1261,281,79,1621,Donald Trump,980,0
Nebraska,Nemaha,1128,2012,74,3214,Mitt Romney,884,2116,785,260,3161,Donald Trump,1331,-1.65
Nebraska,Nuckolls,568,1574,49,2191,Mitt Romney,1006,1726,353,126,2205,Donald Trump,1373,0.64
Nebraska,Otoe,2561,4258,163,6982,Mitt Romney,1697,4860,2025,572,7457,Donald Trump,2835,6.8
Nebraska,Pawnee,400,899,42,1341,Mitt Romney,499,974,279,74,1327,Donald Trump,695,-1.04
Nebraska,Perkins,238,1135,21,1394,Mitt Romney,897,1217,161,77,1455,Donald Trump,1056,4.38
Nebraska,Phelps,880,3400,100,4380,Mitt Romney,2520,3849,572,274,4695,Donald Trump,3277,7.19
Nebraska,Pierce,637,2707,87,3431,Mitt Romney,2070,3052,382,196,3630,Donald Trump,2670,5.8
Nebraska,Platte,3148,10061,264,13473,Mitt Romney,6913,10965,2646,822,14433,Donald Trump,8319,7.13
Nebraska,Polk,528,1890,39,2457,Mitt Romney,1362,2028,413,141,2582,Donald Trump,1615,5.09
Nebraska,Red Willow,952,3891,93,4936,Mitt Romney,2939,4258,645,267,5170,Donald Trump,3613,4.74
Nebraska,Richardson,1191,2443,105,3739,Mitt Romney,1252,2769,818,218,3805,Donald Trump,1951,1.77
Nebraska,Rock,103,672,14,789,Mitt Romney,569,687,70,41,798,Donald Trump,617,1.14
Nebraska,Saline,2289,2557,112,4958,Mitt Romney,268,3004,1733,399,5136,Donald Trump,1271,3.59
Nebraska,Sarpy,26671,43213,1606,71490,Mitt Romney,16542,45143,28033,7404,80580,Donald Trump,17110,12.72
Nebraska,Saunders,3307,6770,235,10312,Mitt Romney,3463,7555,2523,782,10860,Donald Trump,5032,5.31
Nebraska,Scotts Bluff,4327,9648,312,14287,Mitt Romney,5321,10076,3207,1034,14317,Donald Trump,6869,0.21
Nebraska,Seward,2386,5003,184,7573,Mitt Romney,2617,5454,1875,593,7922,Donald Trump,3579,4.61
Nebraska,Sheridan,390,2021,61,2472,Mitt Romney,1631,2211,287,110,2608,Donald Trump,1924,5.5
Nebraska,Sherman,552,927,51,1530,Mitt Romney,375,1150,340,83,1573,Donald Trump,810,2.81
Nebraska,Sioux,101,624,14,739,Mitt Romney,523,616,81,39,736,Donald Trump,535,-0.41
Nebraska,Stanton,614,1949,81,2644,Mitt Romney,1335,2187,417,197,2801,Donald Trump,1770,5.94
Nebraska,Thayer,728,1874,57,2659,Mitt Romney,1146,2051,499,140,2690,Donald Trump,1552,1.17
Nebraska,Thomas,42,360,6,408,Mitt Romney,318,344,30,19,393,Donald Trump,314,-3.68
Nebraska,Thurston,1247,939,29,2215,Barack Obama,308,1043,919,126,2088,Donald Trump,124,-5.73
Nebraska,Valley,498,1657,40,2195,Mitt Romney,1159,1780,339,86,2205,Donald Trump,1441,0.46
Nebraska,Washington,3132,6899,215,10246,Mitt Romney,3767,7424,2623,785,10832,Donald Trump,4801,5.72
Nebraska,Wayne,1074,2493,115,3682,Mitt Romney,1419,2693,835,248,3776,Donald Trump,1858,2.55
Nebraska,Webster,442,1258,42,1742,Mitt Romney,816,1330,306,72,1708,Donald Trump,1024,-1.95
Nebraska,Wheeler,93,345,10,448,Mitt Romney,252,377,62,26,465,Donald Trump,315,3.79
Nebraska,York,1373,4874,108,6355,Mitt Romney,3501,4700,1186,495,6381,Donald Trump,3514,0.41
Nevada,Carson City,10291,12394,634,23319,Mitt Romney,2103,13125,9610,2281,25016,Donald Trump,3515,7.28
Nevada,Churchill,2961,7061,243,10265,Mitt Romney,4100,7830,2210,898,10938,Donald Trump,5620,6.56
Nevada,Clark,389936,289053,12201,691190,Barack Obama,100883,320057,402227,44872,767156,Hillary Clinton,82170,10.99
Nevada,Douglas,9297,16276,502,26075,Mitt Romney,6979,17415,8454,2016,27885,Donald Trump,8961,6.94
Nevada,Elko,3511,12014,461,15986,Mitt Romney,8503,13551,3401,1607,18559,Donald Trump,10150,16.1
Nevada,Esmeralda,92,317,26,435,Mitt Romney,225,329,65,29,423,Donald Trump,264,-2.76
Nevada,Eureka,107,663,38,808,Mitt Romney,556,723,74,57,854,Donald Trump,649,5.69
Nevada,Humboldt,1737,3810,197,5744,Mitt Romney,2073,4521,1386,526,6433,Donald Trump,3135,12
Nevada,Lander,534,1580,51,2165,Mitt Romney,1046,1828,403,182,2413,Donald Trump,1425,11.45
Nevada,Lincoln,400,1691,61,2152,Mitt Romney,1291,1671,285,176,2132,Donald Trump,1386,-0.93
Nevada,Lyon,7380,13520,565,21465,Mitt Romney,6140,16005,6146,1611,23762,Donald Trump,9859,10.7
Nevada,Mineral,863,1080,92,2035,Mitt Romney,217,1179,637,181,1997,Donald Trump,542,-1.87
Nevada,Nye,6320,10566,636,17522,Mitt Romney,4246,13324,5094,1177,19595,Donald Trump,8230,11.83
Nevada,Pershing,632,1167,85,1884,Mitt Romney,535,1403,430,149,1982,Donald Trump,973,5.2
Nevada,Storey,920,1321,73,2314,Mitt Romney,401,1616,752,190,2558,Donald Trump,864,10.54
Nevada,Washoe,95409,88453,3993,187855,Barack Obama,6956,94758,97379,17772,209909,Hillary Clinton,2621,11.74
Nevada,White Pine,983,2601,120,3704,Mitt Romney,1618,2723,707,343,3773,Donald Trump,2016,1.86
New Hampshire,Belknap,15890,17571,425,33886,Mitt Romney,1681,19315,13517,2213,35045,Donald Trump,5798,3.42
New Hampshire,Carroll,13977,14207,408,28592,Mitt Romney,230,14635,12987,1994,29616,Donald Trump,1648,3.58
New Hampshire,Cheshire,25380,15156,827,41363,Barack Obama,10224,16876,22064,2955,41895,Hillary Clinton,5188,1.29
New Hampshire,Coos,9095,6342,265,15702,Barack Obama,2753,7952,6563,1112,15627,Donald Trump,1389,-0.48
New Hampshire,Grafton,29826,18208,971,49005,Barack Obama,11618,19010,28510,3671,51191,Hillary Clinton,9500,4.46
New Hampshire,Hillsborough,102303,99991,3378,205672,Barack Obama,2312,100013,99589,14555,214157,Donald Trump,424,4.13
New Hampshire,Merrimack,44756,34524,1218,80498,Barack Obama,10232,37674,40198,5776,83648,Hillary Clinton,2524,3.91
New Hampshire,Rockingham,80142,87921,2356,170419,Mitt Romney,7779,90447,79994,10993,181434,Donald Trump,10453,6.46
New Hampshire,Strafford,36026,26729,1205,63960,Barack Obama,9297,29072,34894,5034,69000,Hillary Clinton,5822,7.88
New Hampshire,Sullivan,12166,9269,399,21834,Barack Obama,2897,10796,10210,1677,22683,Donald Trump,586,3.89
New Jersey,Atlantic,65600,46522,1057,113179,Barack Obama,19078,52690,60924,3677,117291,Hillary Clinton,8234,3.63
New Jersey,Bergen,212754,169070,3583,385407,Barack Obama,43684,175529,231211,12556,419296,Hillary Clinton,55682,8.79
New Jersey,Burlington,126377,87401,2158,215936,Barack Obama,38976,89272,121725,7946,218943,Hillary Clinton,32453,1.39
New Jersey,Camden,153682,69476,2270,225428,Barack Obama,84206,72631,146717,7244,226592,Hillary Clinton,74086,0.52
New Jersey,Cape May,21657,25781,493,47931,Mitt Romney,4124,28446,18750,1526,48722,Donald Trump,9696,1.65
New Jersey,Cumberland,34055,20658,579,55292,Barack Obama,13397,24453,27771,1780,54004,Hillary Clinton,3318,-2.33
New Jersey,Essex,236618,64406,1995,303019,Barack Obama,172212,63176,240837,6921,310934,Hillary Clinton,177661,2.61
New Jersey,Gloucester,74013,59456,1717,135186,Barack Obama,14557,67544,66870,5128,139542,Donald Trump,674,3.22
New Jersey,Hudson,153108,42369,2027,197504,Barack Obama,110739,49043,163917,6415,219375,Hillary Clinton,114874,11.07
New Jersey,Hunterdon,26876,38687,931,66494,Mitt Romney,11811,38712,28898,3226,70836,Donald Trump,9814,6.53
New Jersey,Mercer,104377,47355,1779,153511,Barack Obama,57022,46193,104775,5561,156529,Hillary Clinton,58582,1.97
New Jersey,Middlesex,190555,107310,3450,301315,Barack Obama,83245,122953,193044,10105,326102,Hillary Clinton,70091,8.23
New Jersey,Monmouth,133145,147513,3320,283978,Mitt Romney,14368,166723,137181,10473,314377,Donald Trump,29542,10.7
New Jersey,Morris,100146,124947,2299,227392,Mitt Romney,24801,126071,115249,9096,250416,Donald Trump,10822,10.13
New Jersey,Ocean,102300,146474,2501,251275,Mitt Romney,44174,179079,87150,8133,274362,Donald Trump,91929,9.19
New Jersey,Passaic,115926,64523,1539,181988,Barack Obama,51403,72902,116759,5141,194802,Hillary Clinton,43857,7.04
New Jersey,Salem,14719,14334,448,29501,Barack Obama,385,16381,11904,1209,29494,Donald Trump,4477,-0.02
New Jersey,Somerset,74592,66603,1727,142922,Barack Obama,7989,65505,85689,5898,157092,Hillary Clinton,20184,9.91
New Jersey,Sussex,26104,40625,1204,67933,Mitt Romney,14521,46658,24212,3256,74126,Donald Trump,22446,9.12
New Jersey,Union,139752,68314,1765,209831,Barack Obama,71438,68114,147414,6447,221975,Hillary Clinton,79300,5.79
New Jersey,Warren,18745,25744,781,45270,Mitt Romney,6999,29858,17281,2097,49236,Donald Trump,12577,8.76
New Mexico,Bernalillo,150739,106408,13822,270969,Barack Obama,44331,94698,143417,36547,274662,Hillary Clinton,48719,1.36
New Mexico,Catron,560,1494,69,2123,Mitt Romney,934,1464,427,158,2049,Donald Trump,1037,-3.49
New Mexico,Chaves,6604,13088,600,20292,Mitt Romney,6484,12872,5534,1865,20271,Donald Trump,7338,-0.1
New Mexico,Cibola,4961,2998,284,8243,Barack Obama,1963,3195,3741,1127,8063,Hillary Clinton,546,-2.18
New Mexico,Colfax,2828,2699,237,5764,Barack Obama,129,2585,2129,618,5332,Donald Trump,456,-7.49
New Mexico,Curry,4022,9251,352,13625,Mitt Romney,5229,9035,3121,1214,13370,Donald Trump,5914,-1.87
New Mexico,De Baca,287,586,29,902,Mitt Romney,299,620,193,97,910,Donald Trump,427,0.89
New Mexico,Dona Ana,37139,27322,1962,66423,Barack Obama,9817,25374,37947,7327,70648,Hillary Clinton,12573,6.36
New Mexico,Eddy,6142,12583,544,19269,Mitt Romney,6441,13147,5033,1487,19667,Donald Trump,8114,2.07
New Mexico,Grant,7090,5358,454,12902,Barack Obama,1732,5288,6276,1247,12811,Hillary Clinton,988,-0.71
New Mexico,Guadalupe,1488,557,90,2135,Barack Obama,931,595,970,262,1827,Hillary Clinton,375,-14.43
New Mexico,Harding,260,327,14,601,Mitt Romney,67,311,156,60,527,Donald Trump,155,-12.31
New Mexico,Hidalgo,995,899,41,1935,Barack Obama,96,910,784,178,1872,Donald Trump,126,-3.26
New Mexico,Lea,4080,12548,387,17015,Mitt Romney,8468,12495,3930,1287,17712,Donald Trump,8565,4.1
New Mexico,Lincoln,2942,5961,339,9242,Mitt Romney,3019,5896,2331,675,8902,Donald Trump,3565,-3.68
New Mexico,Los Alamos,5191,4796,667,10654,Barack Obama,395,3359,5562,1964,10885,Hillary Clinton,2203,2.17
New Mexico,Luna,3583,3670,247,7500,Mitt Romney,87,3478,3195,622,7295,Donald Trump,283,-2.73
New Mexico,McKinley,15841,5546,542,21929,Barack Obama,10295,5104,13576,3023,21703,Hillary Clinton,8472,-1.03
New Mexico,Mora,1955,595,61,2611,Barack Obama,1360,665,1536,240,2441,Hillary Clinton,871,-6.51
New Mexico,Otero,6829,12451,732,20012,Mitt Romney,5622,11887,6124,2049,20060,Donald Trump,5763,0.24
New Mexico,Quay,1383,2202,122,3707,Mitt Romney,819,2212,1017,343,3572,Donald Trump,1195,-3.64
New Mexico,Rio Arriba,11465,3397,481,15343,Barack Obama,8068,3599,9592,1687,14878,Hillary Clinton,5993,-3.03
New Mexico,Roosevelt,1727,4043,199,5969,Mitt Romney,2316,3884,1454,612,5950,Donald Trump,2430,-0.32
New Mexico,San Juan,15855,28849,1533,46237,Mitt Romney,12994,27946,12865,5299,46110,Donald Trump,15081,-0.27
New Mexico,San Miguel,8850,2303,356,11509,Barack Obama,6547,2313,7285,1153,10751,Hillary Clinton,4972,-6.59
New Mexico,Sandoval,27236,24387,2456,54079,Barack Obama,2849,25905,27707,8078,61690,Hillary Clinton,1802,14.07
New Mexico,Santa Fe,50872,15500,2873,69245,Barack Obama,35372,14332,50793,6309,71434,Hillary Clinton,36461,3.16
New Mexico,Sierra,1964,2928,210,5102,Mitt Romney,964,3010,1612,559,5181,Donald Trump,1398,1.55
New Mexico,Socorro,4058,2722,413,7193,Barack Obama,1336,2616,3313,939,6868,Hillary Clinton,697,-4.52
New Mexico,Taos,11978,2730,631,15339,Barack Obama,9248,2727,10668,1865,15260,Hillary Clinton,7941,-0.52
New Mexico,Torrance,2428,3529,445,6402,Mitt Romney,1101,3714,1785,825,6324,Donald Trump,1929,-1.22
New Mexico,Union,472,1236,51,1759,Mitt Romney,764,1216,320,166,1702,Donald Trump,896,-3.24
New Mexico,Valencia,13511,12825,1392,27728,Barack Obama,686,13215,10841,3536,27592,Donald Trump,2374,-0.49
New York,Albany,83978,40210,11578,135766,Barack Obama,43768,47810,83077,8943,139830,Hillary Clinton,35267,2.99
New York,Allegany,5866,9377,1710,16953,Mitt Romney,3511,12525,4882,1285,18692,Donald Trump,7643,10.26
New York,Bronx,334600,26680,9614,370894,Barack Obama,307920,37797,353646,8079,399522,Hillary Clinton,315849,7.72
New York,Broome,39971,34708,6886,81565,Barack Obama,5263,40943,39212,5917,86072,Donald Trump,1731,5.53
New York,Cattaraugus,12040,14655,3072,29767,Mitt Romney,2615,19692,9497,1972,31161,Donald Trump,10195,4.68
New York,Cayuga,16105,11646,3418,31169,Barack Obama,4459,17384,13522,2266,33172,Donald Trump,3862,6.43
New York,Chautauqua,22463,24266,6123,52852,Mitt Romney,1803,31594,19091,3549,54234,Donald Trump,12503,2.61
New York,Chemung,16205,16138,2667,35010,Barack Obama,67,20097,13757,2265,36119,Donald Trump,6340,3.17
New York,Chenango,8642,8922,1750,19314,Mitt Romney,280,11921,6775,1464,20160,Donald Trump,5146,4.38
New York,Clinton,18072,9892,2692,30656,Barack Obama,8180,14449,15059,2597,32105,Hillary Clinton,610,4.73
New York,Columbia,15241,10600,3288,29129,Barack Obama,4641,13756,15284,1862,30902,Hillary Clinton,1528,6.09
New York,Cortland,9965,7859,1800,19624,Barack Obama,2106,9900,8771,1573,20244,Donald Trump,1129,3.16
New York,Delaware,7881,9086,1671,18638,Mitt Romney,1205,11942,6627,1223,19792,Donald Trump,5315,6.19
New York,Dutchess,62063,48264,13378,123705,Barack Obama,13799,61797,62261,6876,130934,Hillary Clinton,464,5.84
New York,Erie,227325,149683,37187,414195,Barack Obama,77642,188303,215456,19866,423625,Hillary Clinton,27153,2.28
New York,Essex,9368,6076,1273,16717,Barack Obama,3292,7958,7762,1498,17218,Donald Trump,196,3
New York,Franklin,9532,5231,1171,15934,Barack Obama,4301,8221,7297,1434,16952,Donald Trump,924,6.39
New York,Fulton,8331,9830,1638,19799,Mitt Romney,1499,13462,6496,1256,21214,Donald Trump,6966,7.15
New York,Genesee,9092,12814,2840,24746,Mitt Romney,3722,16915,7650,1867,26432,Donald Trump,9265,6.81
New York,Greene,8384,9737,2351,20472,Mitt Romney,1353,13073,7405,1572,22050,Donald Trump,5668,7.71
New York,Hamilton,1092,1771,259,3122,Mitt Romney,679,2064,949,212,3225,Donald Trump,1115,3.3
New York,Herkimer,10826,12166,2048,25040,Mitt Romney,1340,16699,8083,1473,26255,Donald Trump,8616,4.85
New York,Jefferson,16231,16435,3042,35708,Mitt Romney,204,21763,13809,2664,38236,Donald Trump,7954,7.08
New York,Kings,580225,112957,37352,730534,Barack Obama,467268,141044,640553,24008,805605,Hillary Clinton,499509,10.28
New York,Lewis,4530,5129,863,10522,Mitt Romney,599,7400,3146,779,11325,Donald Trump,4254,7.63
New York,Livingston,11100,12641,3029,26770,Mitt Romney,1541,17290,10697,2044,30031,Donald Trump,6593,12.18
New York,Madison,13231,12011,2852,28094,Barack Obama,1220,15936,11667,2461,30064,Donald Trump,4269,7.01
New York,Monroe,185916,114434,33463,333813,Barack Obama,71482,136582,188592,22616,347790,Hillary Clinton,52010,4.19
New York,Montgomery,8106,8046,2034,18186,Barack Obama,60,11301,6595,1158,19054,Donald Trump,4706,4.77
New York,Nassau,294661,237862,35628,568151,Barack Obama,56799,288313,326088,22566,636967,Hillary Clinton,37775,12.11
New York,New York,486172,84810,26245,597227,Barack Obama,401362,64929,579013,24997,668939,Hillary Clinton,514084,12.01
New York,Niagara,41837,38158,9018,89013,Barack Obama,3679,51961,35559,4882,92402,Donald Trump,16402,3.81
New York,Oneida,39031,40532,7137,86700,Mitt Romney,1501,51437,33743,5829,91009,Donald Trump,17694,4.97
New York,Onondaga,117470,69357,17890,204717,Barack Obama,48113,83649,112337,12454,208440,Hillary Clinton,28688,1.82
New York,Ontario,22065,20919,4869,47853,Barack Obama,1146,26029,22233,3996,52258,Donald Trump,3796,9.21
New York,Orange,70742,58003,11883,140628,Barack Obama,12739,76645,68278,7098,152021,Donald Trump,8367,8.1
New York,Orleans,5505,7585,1616,14706,Mitt Romney,2080,10936,4470,974,16380,Donald Trump,6466,11.38
New York,Oswego,22178,17610,4803,44591,Barack Obama,4568,27688,17095,3397,48180,Donald Trump,10593,8.05
New York,Otsego,11530,10451,2158,24139,Barack Obama,1079,13308,10451,1909,25668,Donald Trump,2857,6.33
New York,Putnam,18539,20925,4881,44345,Mitt Romney,2386,27024,19366,2173,48563,Donald Trump,7658,9.51
New York,Queens,461391,108864,24818,595073,Barack Obama,352527,149341,517220,19832,686393,Hillary Clinton,367879,15.35
New York,Rensselaer,35373,24903,7714,67990,Barack Obama,10470,33726,32717,5119,71562,Donald Trump,1009,5.25
New York,Richmond,75557,66916,11696,154169,Barack Obama,8641,101437,74143,5380,180960,Donald Trump,27294,17.38
New York,Rockland,63908,51976,8558,124442,Barack Obama,11932,60911,69342,4834,135087,Hillary Clinton,8431,8.55
New York,Saratoga,50998,44915,9597,105510,Barack Obama,6083,54575,50913,8606,114094,Donald Trump,3662,8.14
New York,Schenectady,35330,22952,6651,64933,Barack Obama,12378,28953,33747,4580,67280,Hillary Clinton,4794,3.61
New York,Schoharie,5119,6497,1591,13207,Mitt Romney,1378,8831,4240,979,14050,Donald Trump,4591,6.38
New York,Schuyler,3444,3798,904,8146,Mitt Romney,354,5050,3091,631,8772,Donald Trump,1959,7.68
New York,Seneca,6715,5244,1307,13266,Barack Obama,1471,7236,5697,1047,13980,Donald Trump,1539,5.38
New York,St. Lawrence,20488,13543,3160,37191,Barack Obama,6945,19942,16488,2728,39158,Donald Trump,3454,5.29
New York,Steuben,15015,20163,3353,38531,Mitt Romney,5148,26831,12526,2645,42002,Donald Trump,14305,9.01
New York,Suffolk,287519,243258,55481,586258,Barack Obama,44261,350570,303951,26733,681254,Donald Trump,46619,16.2
New York,Sullivan,14612,11347,2456,28415,Barack Obama,3265,15931,12568,1456,29955,Donald Trump,3363,5.42
New York,Tioga,8544,11160,1897,21601,Mitt Romney,2616,13260,7526,1513,22299,Donald Trump,5734,3.23
New York,Tompkins,24872,10191,4607,39670,Barack Obama,14681,10371,28890,3417,42678,Hillary Clinton,18519,7.58
New York,Ulster,43837,25572,8906,78315,Barack Obama,18265,34006,42101,5248,81355,Hillary Clinton,8095,3.88
New York,Warren,14276,12925,2377,29578,Barack Obama,1351,15751,13091,2566,31408,Donald Trump,2660,6.19
New York,Washington,10993,9793,2309,23095,Barack Obama,1200,13610,9098,1820,24528,Donald Trump,4512,6.2
New York,Wayne,15732,17248,4567,37547,Mitt Romney,1516,23380,13473,2834,39687,Donald Trump,9907,5.7
New York,Westchester,234778,131139,22530,388447,Barack Obama,103639,131238,272926,16491,420655,Hillary Clinton,141688,8.29
New York,Wyoming,5357,9248,1730,16335,Mitt Romney,3891,12442,3904,952,17298,Donald Trump,8538,5.9
New York,Yates,4259,4269,914,9442,Mitt Romney,10,5660,3659,747,10066,Donald Trump,2001,6.61
North Carolina,Alamance,28875,38170,731,67776,Mitt Romney,9295,38815,29833,2509,71157,Donald Trump,8982,4.99
North Carolina,Alexander,4611,12253,332,17196,Mitt Romney,7642,13893,3767,611,18271,Donald Trump,10126,6.25
North Carolina,Alleghany,1583,3390,94,5067,Mitt Romney,1807,3814,1306,195,5315,Donald Trump,2508,4.89
North Carolina,Anson,7019,4166,71,11256,Barack Obama,2853,4506,5859,180,10545,Hillary Clinton,1353,-6.32
North Carolina,Ashe,4116,8242,252,12610,Mitt Romney,4126,9412,3500,512,13424,Donald Trump,5912,6.46
North Carolina,Avery,1882,5766,111,7759,Mitt Romney,3884,6298,1689,262,8249,Donald Trump,4609,6.32
North Carolina,Beaufort,9435,13977,208,23620,Mitt Romney,4542,14543,8764,631,23938,Donald Trump,5779,1.35
North Carolina,Bertie,6695,3387,41,10123,Barack Obama,3308,3456,5778,113,9347,Hillary Clinton,2322,-7.67
North Carolina,Bladen,8062,7748,147,15957,Barack Obama,314,8550,7058,289,15897,Donald Trump,1492,-0.38
North Carolina,Brunswick,22038,34743,581,57362,Mitt Romney,12705,42720,23282,2349,68351,Donald Trump,19438,19.16
North Carolina,Buncombe,70625,54701,2370,127696,Barack Obama,15924,55716,75452,7779,138947,Hillary Clinton,19736,8.81
North Carolina,Burke,13701,22267,576,36544,Mitt Romney,8566,26238,11251,1431,38920,Donald Trump,14987,6.5
North Carolina,Cabarrus,32849,49557,1160,83566,Mitt Romney,16708,53819,35521,3949,93289,Donald Trump,18298,11.64
North Carolina,Caldwell,10898,23229,605,34732,Mitt Romney,12331,26621,8425,1274,36320,Donald Trump,18196,4.57
North Carolina,Camden,1508,3109,87,4704,Mitt Romney,1601,3546,1274,186,5006,Donald Trump,2272,6.42
North Carolina,Carteret,10301,24775,441,35517,Mitt Romney,14474,26569,9939,1273,37781,Donald Trump,16630,6.37
North Carolina,Caswell,5348,5594,97,11039,Mitt Romney,246,6026,4792,252,11070,Donald Trump,1234,0.28
North Carolina,Catawba,24069,44538,994,69601,Mitt Romney,20469,48324,21216,2811,72351,Donald Trump,27108,3.95
North Carolina,Chatham,18361,16665,408,35434,Barack Obama,1696,17105,21065,1679,39849,Hillary Clinton,3960,12.46
North Carolina,Cherokee,3378,9278,211,12867,Mitt Romney,5900,10844,2860,477,14181,Donald Trump,7984,10.21
North Carolina,Chowan,3556,3891,58,7505,Mitt Romney,335,4014,2992,222,7228,Donald Trump,1022,-3.69
North Carolina,Clay,1579,3973,90,5642,Mitt Romney,2394,4437,1367,206,6010,Donald Trump,3070,6.52
North Carolina,Cleveland,17062,25793,485,43340,Mitt Romney,8731,28479,14964,1230,44673,Donald Trump,13515,3.08
North Carolina,Columbus,11050,12941,252,24243,Mitt Romney,1891,14272,9063,397,23732,Donald Trump,5209,-2.11
North Carolina,Craven,18763,26928,479,46170,Mitt Romney,8165,27731,17630,1640,47001,Donald Trump,10101,1.8
North Carolina,Cumberland,75792,50666,1183,127641,Barack Obama,25126,51265,71605,4636,127506,Hillary Clinton,20340,-0.11
North Carolina,Currituck,3562,7496,246,11304,Mitt Romney,3934,9163,2913,593,12669,Donald Trump,6250,12.08
North Carolina,Dare,7393,10248,333,17974,Mitt Romney,2855,11460,7222,927,19609,Donald Trump,4238,9.1
North Carolina,Davidson,20624,49383,928,70935,Mitt Romney,28759,54317,18109,2430,74856,Donald Trump,36208,5.53
North Carolina,Davie,5735,14687,248,20670,Mitt Romney,8952,15602,5270,884,21756,Donald Trump,10332,5.25
North Carolina,Duplin,9033,11416,143,20592,Mitt Romney,2383,12217,8283,356,20856,Donald Trump,3934,1.28
North Carolina,Durham,111224,33769,1742,146735,Barack Obama,77455,28350,121250,6534,156134,Hillary Clinton,92900,6.41
North Carolina,Edgecombe,18310,8546,116,26972,Barack Obama,9764,8261,16224,401,24886,Hillary Clinton,7963,-7.73
North Carolina,Forsyth,92323,79768,1978,174069,Barack Obama,12555,75975,94464,7873,178312,Hillary Clinton,18489,2.44
North Carolina,Franklin,13436,14603,350,28389,Mitt Romney,1167,16368,12874,1126,30368,Donald Trump,3494,6.97
North Carolina,Gaston,33171,56138,1174,90483,Mitt Romney,22967,61798,31177,3456,96431,Donald Trump,30621,6.57
North Carolina,Gates,2786,2564,46,5396,Barack Obama,222,2874,2385,133,5392,Donald Trump,489,-0.07
North Carolina,Graham,1119,2750,78,3947,Mitt Romney,1631,3283,768,117,4168,Donald Trump,2515,5.6
